name,sex,born,height,weight,team,noc,games,year,season,city,sport,event,medal,athlete_id
Thomas Futterknecht,M,24 December 1962,177,68,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"400 metres Hurdles, Men",,64894
Erwin Weitzl,M,17 July 1960,194,125,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"Shot Put, Men",,64973
Hans Lindner,M,3 May 1959 in Tragail (AUT),189,110,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"Hammer Throw, Men",,89660
Hans Lindner,M,3 May 1959 in Tragail (AUT),189,110,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Bobsleigh,"Two, Men",,89660
Hans Lindner,M,3 May 1959 in Tragail (AUT),189,110,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Bobsleigh,"Four, Men",,89660
Hans Lindner,M,3 May 1959 in Tragail (AUT),189,110,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"Hammer Throw, Men",,89660
Hans Lindner,M,3 May 1959 in Tragail (AUT),189,110,Austria,AUT,1992 Summer Olympics,1992,Summer,Barcelona,Athletics,"Hammer Throw, Men",,89660
Conny König,M,31 July 1961 in Hallein (AUT),179,67,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Welterweight, Men",,7472
Olaf Mayer,M,18 February 1961,186,100,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Super-Heavyweight, Men",,7476
Helmut Wechselberger,M,12 February 1954 in Jerzens (AUT),180,71,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Road,"Road Race, Individual, Men",,17147
Helmut Wechselberger,M,12 February 1954 in Jerzens (AUT),180,71,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Road,"100 kilometres Team Time Trial, Men",,17147
Paul Popp,M,2 February 1963 in Wien (Vienna) (AUT),185,73,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Road,"Road Race, Individual, Men",,16185
Paul Popp,M,2 February 1963 in Wien (Vienna) (AUT),185,73,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Track,"1,000 metres Time Trial, Men",,16185
Paul Popp,M,2 February 1963 in Wien (Vienna) (AUT),185,73,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Track,"Points Race, Men",,16185
Johanna Hack,F,22 March 1957 in Maria Anzbach (AUT),169,60,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Road,"Road Race, Individual, Women",,13126
Hilde Dobiasch,F,5 October 1954,160,47,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Road,"Road Race, Individual, Women",,13098
Karl Krenauer,M,9 March 1959 in Kittsee (AUT),181,76,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Road,"100 kilometres Team Time Trial, Men",,15154
Karl Krenauer,M,9 March 1959 in Kittsee (AUT),181,76,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Cycling Track,"Individual Pursuit, 4,000 metres, Men",,15154
Nicole Kreil,F,8 August 1965,172,59,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Diving,"Springboard, Women",,45339
Nicole Kreil,F,8 August 1965,172,59,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Diving,"Platform, Women",,45339
Peter Ebinger,M,10 October 1958 in Wien (Vienna) (AUT),180,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Equestrian Dressage,"Individual, Open",,11915
Peter Ebinger,M,10 October 1958 in Wien (Vienna) (AUT),180,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Equestrian Dressage,"Team, Open",,11915
Christa Winkel,F,28 April 1959,168,62,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Equestrian Dressage,"Individual, Open",,11510
Christa Winkel,F,28 April 1959,168,62,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Equestrian Dressage,"Team, Open",,11510
Robert Blaschka,M,7 April 1958 in Graz (AUT),179,66,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Foil, Individual, Men",,21153
Robert Blaschka,M,7 April 1958 in Graz (AUT),179,66,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Foil, Team, Men",,21153
Robert Blaschka,M,7 April 1958 in Graz (AUT),179,66,Austria,AUT,1992 Summer Olympics,1992,Summer,Barcelona,Fencing,"Foil, Team, Men",,21153
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Foil, Individual, Men",,21212
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Foil, Team, Men",,21212
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Fencing,"Foil, Individual, Men",,21212
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,1992 Summer Olympics,1992,Summer,Barcelona,Fencing,"Foil, Individual, Men",,21212
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,1992 Summer Olympics,1992,Summer,Barcelona,Fencing,"Foil, Team, Men",,21212
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,1996 Summer Olympics,1996,Summer,Atlanta,Fencing,"Foil, Individual, Men",,21212
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,1996 Summer Olympics,1996,Summer,Atlanta,Fencing,"Foil, Team, Men",,21212
Benny Wendt,M,18 December 1962 in Spittal an der Drau (AUT),178,75,Austria,AUT,2000 Summer Olympics,2000,Summer,Sydney,Fencing,"Foil, Individual, Men",,21212
Georg Somloi,M,16 March 1960 in Wien (Vienna) (AUT),176,77,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Foil, Individual, Men",,21201
Georg Somloi,M,16 March 1960 in Wien (Vienna) (AUT),176,77,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Foil, Team, Men",,21201
Arno Strohmeyer,M,26 July 1963 in Ober-Grafendorf (AUT),190,73,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Épée, Individual, Men",,21202
Arno Strohmeyer,M,26 July 1963 in Ober-Grafendorf (AUT),190,73,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Fencing,"Épée, Individual, Men",,21202
Hannes Lembacher,M,21 February 1954 in Wien (Vienna) (AUT),180,77,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Épée, Individual, Men",,21176
Tommy Haasmann,M,2 August 1961,,78,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Judo,"Half-Middleweight, Men",,33853
Michael Billwein,M,15 December 1963,176,64,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Individual, Men",,34604
Michael Billwein,M,15 December 1963,176,64,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Team, Men",,34604
Ingo Peirits,M,20 July 1963 in Wiener Neustadt (AUT),180,67,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Individual, Men",,34610
Ingo Peirits,M,20 July 1963 in Wiener Neustadt (AUT),180,67,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Team, Men",,34610
Horst Stocker,M,22 August 1962 in Lienz (AUT),176,65,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Individual, Men",,34614
Horst Stocker,M,22 August 1962 in Lienz (AUT),176,65,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Team, Men",,34614
Anton Liederer,M,20 May 1956,174,67,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Individual, Men",,237
Anton Liederer,M,20 May 1956,174,67,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Modern Pentathlon,"Team, Men",,237
Raimund Haberl,M,"29 August 1949 in Blumenthal, Zistersdorf (AUT)",175,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Rowing,"Single Sculls, Men",,35584
Astrid Unger,F,27 July 1963,170,64,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Rowing,"Single Sculls, Women",,35563
Björn Eybl,M,21 February 1965 in Wels (AUT),180,69,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Sailing,"Windsurfer, Men",,61958
Vinzenz Schweighofer,M,12 September 1942,175,76,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Free Pistol, 50 metres, Men",,41245
Andreas Kronthaler,M,11 March 1952 in Erl (AUT),179,73,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Air Rifle, 10 metres, Men",Silver,41228
Lothar Heinrich,M,30 March 1941 in Varnsdorf (CZE),176,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",,41220
Lothar Heinrich,M,30 March 1941 in Varnsdorf (CZE),176,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",,41220
Lothar Heinrich,M,30 March 1941 in Varnsdorf (CZE),176,75,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",,41220
Lothar Heinrich,M,30 March 1941 in Varnsdorf (CZE),176,75,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",,41220
Ludwig Puser,M,17 April 1946,177,112,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Trap, Open",,41236
Martin Burkert,M,13 March 1957,183,76,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Skeet, Open",,41205
Gudrun Sinnhuber,F,12 March 1966,166,48,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Air Rifle, 10 metres, Women",,41198
Karin Bauer,F,16 December 1963,165,56,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Air Rifle, 10 metres, Women",,41195
Karin Bauer,F,16 December 1963,165,56,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women",,41195
Alexander Pilhatsch,M,25 March 1963 in Graz (AUT),196,95,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"100 metres Freestyle, Men",,45392
Alexander Pilhatsch,M,25 March 1963 in Graz (AUT),196,95,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"100 metres Backstroke, Men",,45392
Alexander Pilhatsch,M,25 March 1963 in Graz (AUT),196,95,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"200 metres Individual Medley, Men",,45392
Alexander Pilhatsch,M,25 March 1963 in Graz (AUT),196,95,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Swimming,"50 metres Freestyle, Men",,45392
Alexander Pilhatsch,M,25 March 1963 in Graz (AUT),196,95,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Swimming,"4 × 100 metres Freestyle Relay, Men",,45392
Thomas Böhm,M,23 November 1965 in Sankt Pölten (AUT),185,80,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"100 metres Breaststroke, Men",,45370
Thomas Böhm,M,23 November 1965 in Sankt Pölten (AUT),185,80,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"200 metres Breaststroke, Men",,45370
Thomas Böhm,M,23 November 1965 in Sankt Pölten (AUT),185,80,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Swimming,"100 metres Breaststroke, Men",,45370
Thomas Böhm,M,23 November 1965 in Sankt Pölten (AUT),185,80,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Swimming,"200 metres Breaststroke, Men",,45370
Gerhard Prohaska,M,25 March 1958 in Wien (Vienna) (AUT),189,80,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"100 metres Breaststroke, Men",,45396
Gerhard Prohaska,M,25 March 1958 in Wien (Vienna) (AUT),189,80,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"200 metres Breaststroke, Men",,45396
Brigitte Wanderer,F,12 November 1966,175,66,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"100 metres Butterfly, Women",,45363
Brigitte Wanderer,F,12 November 1966,175,66,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"200 metres Butterfly, Women",,45363
Brigitte Wanderer,F,12 November 1966,175,66,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"200 metres Individual Medley, Women",,45363
Monika Bayer,F,12 June 1967,175,69,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Swimming,"400 metres Individual Medley, Women",,45321
Thomas Muster,M,2 October 1967 in Leibnitz (AUT),180,79,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Tennis,"Singles, Men",,654
Thomas Muster,M,2 October 1967 in Leibnitz (AUT),180,79,Austria,AUT,1992 Summer Olympics,1992,Summer,Barcelona,Tennis,"Singles, Men",,654
Petra Huber,F,15 February 1966,,,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Tennis,"Singles, Women",,901048
Gregor Bialowas,M,26 August 1959,170,68,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Lightweight, Men",,55179
Roman Kainz,M,14 November 1956,169,75,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Middleweight, Men",,55200
Josef Span,M,1 March 1962,175,90,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Middle-Heavyweight, Men",,55218
Erich Seidl,M,11 March 1960,169,90,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Middle-Heavyweight, Men",,55217
Franz Langthaler,M,10 November 1964 in Wien (Vienna) (AUT),178,100,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Heavyweight I, Men",,55202
Franz Langthaler,M,10 November 1964 in Wien (Vienna) (AUT),178,100,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Weightlifting,"Heavyweight I, Men",,55202
Stefan Laggner,M,17 September 1958,183,140,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Super-Heavyweight, Men",,55201
Dietmar Streitler,M,27 April 1964,170,72,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Wrestling,"Lightweight, Greco-Roman, Men",,57247
Georg Marchl,M,22 January 1964 in Wals-Siezenheim (AUT),178,83,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Wrestling,"Middleweight, Greco-Roman, Men",,57228
Franz Marx,M,20 January 1963 in Innsbruck (AUT),187,90,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Wrestling,"Light-Heavyweight, Greco-Roman, Men",,57230
Franz Marx,M,20 January 1963 in Innsbruck (AUT),187,90,Austria,AUT,1992 Summer Olympics,1992,Summer,Barcelona,Wrestling,"Light-Heavyweight, Greco-Roman, Men",,57230
Edwin Lins,M,9 March 1963 in Feldkirch (AUT),180,90,Austria,AUT,1984 Summer Olympics,1984,Summer,Los Angeles,Wrestling,"Light-Heavyweight, Freestyle, Men",,57225
Edwin Lins,M,9 March 1963 in Feldkirch (AUT),180,90,Austria,AUT,1988 Summer Olympics,1988,Summer,Seoul,Wrestling,"Light-Heavyweight, Freestyle, Men",,57225
Helmut Höflehner,M,24 November 1959 in Gumpenberg (AUT),180,78,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Downhill, Men",,87288
Helmut Höflehner,M,24 November 1959 in Gumpenberg (AUT),180,78,Austria,AUT,1992 Winter Olympics,1992,Winter,Albertville,Alpine Skiing,"Downhill, Men",,87288
Erwin Resch,M,4 March 1961 in Mariapfarr (AUT),180,78,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Downhill, Men",,96802
Franz Gruber,M,8 November 1959 in Molln (AUT),,,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, Men",,86255
Franz Gruber,M,8 November 1959 in Molln (AUT),,,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Slalom, Men",,86255
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, Men",,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Slalom, Men",,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Super G, Men",,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Giant Slalom, Men",Silver,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Combined, Men",Gold,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1992 Winter Olympics,1992,Winter,Albertville,Alpine Skiing,"Super G, Men",,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1992 Winter Olympics,1992,Winter,Albertville,Alpine Skiing,"Giant Slalom, Men",,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1992 Winter Olympics,1992,Winter,Albertville,Alpine Skiing,"Slalom, Men",,97903
Hubert Strolz,M,26 June 1962 in Warth (AUT),182,76,Austria,AUT,1992 Winter Olympics,1992,Winter,Albertville,Alpine Skiing,"Combined, Men",,97903
Rainer Bergmann,M,6 November 1960,,,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, LW2, Men",,900022
Rainer Bergmann,M,6 November 1960,,,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Giant Slalom, LW2, Men",,900022
Peter Perner,M,,,,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, LW2, Men",,900056
Peter Perner,M,,,,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Giant Slalom, LW2, Men",,900056
Markus Ramsauer,M,12 June 1952,,,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, LW4, Men",,900061
Josef Meusburger,M,9 June 1946 in Egg (AUT),,,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, LW4, Men",,900051
Dietmar Schweninger,M,16 November 1961,,,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, LW6/8, Men",,900073
Lisi Kirchler,F,17 November 1963 in Lanersbach (AUT),168,65,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Downhill, Women",,81507
Lisi Kirchler,F,17 November 1963 in Lanersbach (AUT),168,65,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, Women",,81507
Lisi Kirchler,F,17 November 1963 in Lanersbach (AUT),168,65,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Downhill, Women",,81507
Lisi Kirchler,F,17 November 1963 in Lanersbach (AUT),168,65,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Super G, Women",,81507
Veronika Wallinger-Stallmaier,F,30 July 1966 in Sankt Koloman (AUT),170,59,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Downhill, Women",,82983
Veronika Wallinger-Stallmaier,F,30 July 1966 in Sankt Koloman (AUT),170,59,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Slalom, Women",,82983
Veronika Wallinger-Stallmaier,F,30 July 1966 in Sankt Koloman (AUT),170,59,Austria,AUT,1992 Winter Olympics,1992,Winter,Albertville,Alpine Skiing,"Downhill, Women",Bronze,82983
Veronika Wallinger-Stallmaier,F,30 July 1966 in Sankt Koloman (AUT),170,59,Austria,AUT,1994 Winter Olympics,1994,Winter,Lillehammer,Alpine Skiing,"Downhill, Women",,82983
Veronika Wallinger-Stallmaier,F,30 July 1966 in Sankt Koloman (AUT),170,59,Austria,AUT,1994 Winter Olympics,1994,Winter,Lillehammer,Alpine Skiing,"Super G, Women",,82983
Sylvia Eder,F,24 August 1965 in Leogang (AUT),172,60,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Downhill, Women",,81002
Sylvia Eder,F,24 August 1965 in Leogang (AUT),172,60,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, Women",,81002
Sylvia Eder,F,24 August 1965 in Leogang (AUT),172,60,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Super G, Women",,81002
Sylvia Eder,F,24 August 1965 in Leogang (AUT),172,60,Austria,AUT,1988 Winter Olympics,1988,Winter,Calgary,Alpine Skiing,"Combined, Women",,81002
Sylvia Eder,F,24 August 1965 in Leogang (AUT),172,60,Austria,AUT,1992 Winter Olympics,1992,Winter,Albertville,Alpine Skiing,"Giant Slalom, Women",,81002
Sylvia Eder,F,24 August 1965 in Leogang (AUT),172,60,Austria,AUT,1994 Winter Olympics,1994,Winter,Lillehammer,Alpine Skiing,"Super G, Women",,81002
Sylvia Eder,F,24 August 1965 in Leogang (AUT),172,60,Austria,AUT,1994 Winter Olympics,1994,Winter,Lillehammer,Alpine Skiing,"Giant Slalom, Women",,81002
Anni Kronbichler,F,22 March 1963 in Walchsee (AUT),176,70,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Giant Slalom, Women",,81575
Anni Kronbichler,F,22 March 1963 in Walchsee (AUT),176,70,Austria,AUT,1984 Winter Olympics,1984,Winter,Sarajevo,Alpine Skiing,"Slalom, Women",,81575
