name,sex,born,height,weight,team,noc,games,year,season,city,sport,event,medal,athlete_id
Linda McGill,F,17 December 1945,,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"400 metres Individual Medley, Women",,45088
Linda McGill,F,17 December 1945,,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"4 × 100 metres Medley Relay, Women",,45088
Christine Barnetson,F,5 March 1948,,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"200 metres Breaststroke, Women",,45003
Jan Turner,F,12 November 1944,,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"4 × 100 metres Freestyle Relay, Women",,45135
Jan Turner,F,12 November 1944,,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"100 metres Butterfly, Women",,45135
Gillian de Greenlaw,F,21 June 1950,,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"100 metres Butterfly, Women",,45025
Jane Cortis,F,21 June 1948,,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"400 metres Individual Medley, Women",,45019
Jan Murphy,F,"20 February 1947 in Sydney, New South Wales (AUS)",,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"4 × 100 metres Freestyle Relay, Women",Silver,45101
Jan Murphy,F,"20 February 1947 in Sydney, New South Wales (AUS)",,,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Swimming,"400 metres Individual Medley, Women",,45101
Gerald Hay,M,9 October 1946 in ? (CAN),157,57,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Weightlifting,"Bantamweight, Men",,55146
Sam Coffa,M,"15 January 1936 in Ferla, Siracusa (ITA)",152,56,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Weightlifting,"Bantamweight, Men",,55137
Antonio Marguccio,M,24 May 1940,160,59,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Weightlifting,"Featherweight, Men",,55156
Joseph Haydar,M,18 November 1938,167,74,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Weightlifting,"Middleweight, Men",,55147
George Vakakis,M,9 November 1943 in ? (CHN),172,81,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Weightlifting,"Light-Heavyweight, Men",,55171
Graeme Hall,M,9 February 1942,176,88,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Weightlifting,"Middle-Heavyweight, Men",,55144
Steve Raskovy,M,25 November 1936 in Bodrogkisfalud (HUN),182,87,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Wrestling,"Middleweight, Greco-Roman, Men",,57187
Max McAlary,M,"20 December 1929 in Wollongong, New South Wales (AUS)",165,52,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Wrestling,"Flyweight, Freestyle, Men",,57173
Kevin McGrath,M,16 March 1946,191,57,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Wrestling,"Bantamweight, Freestyle, Men",,57174
Ray Brown,M,16 February 1943,170,63,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Wrestling,"Featherweight, Freestyle, Men",,57149
Sidney Marsh,M,"31 August 1939 in ?, New South Wales (AUS)",170,70,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Wrestling,"Lightweight, Freestyle, Men",,57172
Sidney Marsh,M,"31 August 1939 in ?, New South Wales (AUS)",170,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Wrestling,"Lightweight, Freestyle, Men",,57172
John Boyle,M,1 November 1934,171,78,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Wrestling,"Welterweight, Freestyle, Men",,57147
Hugh Williams,M,3 September 1933,177,94,Australia,AUS,1964 Summer Olympics,1964,Summer,Tokyo,Wrestling,"Light-Heavyweight, Freestyle, Men",,57196
Simon Brown,M,"6 October 1942 in Melbourne, Victoria (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Downhill, Men",,84404
Simon Brown,M,"6 October 1942 in Melbourne, Victoria (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Giant Slalom, Men",,84404
Simon Brown,M,"6 October 1942 in Melbourne, Victoria (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Slalom, Men",,84404
Peter Wenzel,M,19 September 1943,,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Downhill, Men",,98900
Peter Wenzel,M,19 September 1943,,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Giant Slalom, Men",,98900
Peter Wenzel,M,19 September 1943,,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Slalom, Men",,98900
Christine Smith,F,"13 December 1946 in Cooma, New South Wales (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Downhill, Women",,111092
Christine Smith,F,"13 December 1946 in Cooma, New South Wales (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Giant Slalom, Women",,111092
Christine Smith,F,"13 December 1946 in Cooma, New South Wales (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Slalom, Women",,111092
Judy Forras,F,"22 November 1932 in Melbourne, Victoria (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Downhill, Women",,81076
Judy Forras,F,"22 November 1932 in Melbourne, Victoria (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Giant Slalom, Women",,81076
Judy Forras,F,"22 November 1932 in Melbourne, Victoria (AUS)",,,Australia,AUS,1964 Winter Olympics,1964,Winter,Innsbruck,Alpine Skiing,"Slalom, Women",,81076
Murray Chessell,M,"1 June 1944 in Melbourne, Victoria (AUS)",168,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Individual All-Around, Men",,29360
Murray Chessell,M,"1 June 1944 in Melbourne, Victoria (AUS)",168,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Floor Exercise, Men",,29360
Murray Chessell,M,"1 June 1944 in Melbourne, Victoria (AUS)",168,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Horse Vault, Men",,29360
Murray Chessell,M,"1 June 1944 in Melbourne, Victoria (AUS)",168,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Parallel Bars, Men",,29360
Murray Chessell,M,"1 June 1944 in Melbourne, Victoria (AUS)",168,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Horizontal Bar, Men",,29360
Murray Chessell,M,"1 June 1944 in Melbourne, Victoria (AUS)",168,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Rings, Men",,29360
Murray Chessell,M,"1 June 1944 in Melbourne, Victoria (AUS)",168,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Pommelled Horse, Men",,29360
Greg Lewis,M,"9 December 1946 in ?, Victoria (AUS)",177,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"100 metres, Men",,64731
Greg Lewis,M,"9 December 1946 in ?, Victoria (AUS)",177,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"200 metres, Men",,64731
Peter Norman,M,"15 June 1942 in Melbourne, Victoria (AUS)",178,73,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"200 metres, Men",Silver,64761
Ralph Doubell,M,"11 February 1945 in Melbourne, Victoria (AUS)",180,65,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"800 metres, Men",Gold,64662
Peter Watson,M,"30 May 1947 in ?, Victoria (AUS)",187,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"1,500 metres, Men",,64824
Derek Clayton,M,"17 November 1942 in Barrow-in-Furness, Cumbria, England (GBR)",187,72,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"Marathon, Men",,64644
Derek Clayton,M,"17 November 1942 in Barrow-in-Furness, Cumbria, England (GBR)",187,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"Marathon, Men",,64644
John Farrington,M,2 July 1942,174,61,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"Marathon, Men",,64669
Kerry O'Brien,M,"17 April 1946 in Quorn, South Australia (AUS)",180,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"3,000 metres Steeplechase, Men",,64763
Kerry O'Brien,M,"17 April 1946 in Quorn, South Australia (AUS)",180,70,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"5,000 metres, Men",,64763
Kerry O'Brien,M,"17 April 1946 in Quorn, South Australia (AUS)",180,70,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"3,000 metres Steeplechase, Men",,64763
Frank Clark,M,"11 September 1943 in Sydney, New South Wales (AUS)",170,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"20 kilometres Race Walk, Men",,64642
Frank Clark,M,"11 September 1943 in Sydney, New South Wales (AUS)",170,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"50 kilometres Race Walk, Men",,64642
Peter Boyce,M,"14 May 1946 in Melbourne, Victoria (AUS)",189,83,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"High Jump, Men",,64622
Allen Crawley,M,"15 May 1941 in ?, Tasmania (AUS)",183,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"Long Jump, Men",,64650
Phil May,M,"20 September 1944 in Blackpool, Blackpool, England (GBR)",196,82,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"Long Jump, Men",,64740
Phil May,M,"20 September 1944 in Blackpool, Blackpool, England (GBR)",196,82,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"Triple Jump, Men",,64740
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"100 metres, Women",,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"200 metres, Women",Silver,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"4 × 100 metres Relay, Women",,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"100 metres, Women",Silver,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"200 metres, Women",Silver,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"4 × 100 metres Relay, Women",,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"4 × 400 metres Relay, Women",,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Athletics,"100 metres, Women",,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Athletics,"200 metres, Women",,64488
Raelene Boyle,F,"24 June 1951 in Coburg, Victoria (AUS)",168,57,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Athletics,"4 × 100 metres Relay, Women",,64488
Jennifer Lamy,F,"28 February 1949 in Wagga Wagga, New South Wales (AUS)",173,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"200 metres, Women",Bronze,64538
Jennifer Lamy,F,"28 February 1949 in Wagga Wagga, New South Wales (AUS)",173,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"4 × 100 metres Relay, Women",,64538
Sandra Brown,F,3 February 1946,180,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"400 metres, Women",,64491
Maureen Caird,F,"29 September 1951 in Cumberland, New South Wales (AUS)",165,52,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"80 metres Hurdles, Women",Gold,64494
Maureen Caird,F,"29 September 1951 in Cumberland, New South Wales (AUS)",165,52,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"100 metres Hurdles, Women",,64494
Maureen Caird,F,"29 September 1951 in Cumberland, New South Wales (AUS)",165,52,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"4 × 100 metres Relay, Women",,64494
Jean Roberts,F,"18 August 1943 in Geelong, Victoria (AUS)",170,69,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Athletics,"Discus Throw, Women",,64569
Joey Donovan,M,"2 November 1949 in Kempsey, New South Wales (AUS)",157,48,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Boxing,"Light-Flyweight, Men",,5045
Robert Carney,M,"19 December 1947 in ?, Queensland (AUS)",161,51,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Boxing,"Flyweight, Men",,5034
John Rakowski,M,"16 March 1948 in Brisbane, Queensland (AUS)",165,54,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Boxing,"Bantamweight, Men",,7440
Ray Maguire,M,"1 December 1944 in ?, Queensland (AUS)",171,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Boxing,"Light-Welterweight, Men",,5069
Ronald Jonker,M,14 December 1944 in Amsterdam (NED),178,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Road,"Road Race, Individual, Men",,14945
Peter McDermott,M,"11 December 1944 in Geelong, Victoria (AUS)",185,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Road,"Road Race, Individual, Men",,15568
Peter McDermott,M,"11 December 1944 in Geelong, Victoria (AUS)",185,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Road,"100 kilometres Team Time Trial, Men",,15568
Kevin Morgan,M,"3 January 1948 in ?, Tasmania (AUS)",172,71,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Road,"Road Race, Individual, Men",,15740
Kevin Morgan,M,"3 January 1948 in ?, Tasmania (AUS)",172,71,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Road,"100 kilometres Team Time Trial, Men",,15740
Donald Wilson,M,"16 March 1944 in Geelong, Victoria (AUS)",180,68,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Road,"Road Race, Individual, Men",,17184
Donald Wilson,M,"16 March 1944 in Geelong, Victoria (AUS)",180,68,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Road,"100 kilometres Team Time Trial, Men",,17184
John Nicholson,M,"22 June 1949 in Melbourne, Victoria (AUS)",180,83,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Track,"Sprint, Men",,15859
John Nicholson,M,"22 June 1949 in Melbourne, Victoria (AUS)",180,83,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Cycling Track,"Sprint, Men",Silver,15859
Hilton Clarke,M,"3 September 1944 in Melbourne, Victoria (AUS)",177,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Track,"1,000 metres Time Trial, Men",,13954
Hilton Clarke,M,"3 September 1944 in Melbourne, Victoria (AUS)",177,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Track,"Tandem Sprint, 2,000 metres, Men",,13954
John Bylsma,M,"1 February 1946 in Bundaberg, Queensland (AUS)",190,82,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Cycling Track,"Individual Pursuit, 4,000 metres, Men",,13782
John Bylsma,M,"1 February 1946 in Bundaberg, Queensland (AUS)",190,82,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Cycling Track,"Individual Pursuit, 4,000 metres, Men",,13782
Don Wagstaff,M,24 July 1949,170,68,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Diving,"Springboard, Men",,45307
Don Wagstaff,M,24 July 1949,170,68,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Diving,"Platform, Men",,45307
Don Wagstaff,M,24 July 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Diving,"Springboard, Men",,45307
Don Wagstaff,M,24 July 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Diving,"Platform, Men",,45307
Don Wagstaff,M,24 July 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Diving,"Springboard, Men",,45307
Don Wagstaff,M,24 July 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Diving,"Platform, Men",,45307
Wayne Roycroft,M,"21 May 1946 in Mansfield, Victoria (AUS)",182,73,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Equestrian Eventing,"Individual, Open",,12661
Wayne Roycroft,M,"21 May 1946 in Mansfield, Victoria (AUS)",182,73,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Equestrian Eventing,"Team, Open",Bronze,12661
Wayne Roycroft,M,"21 May 1946 in Mansfield, Victoria (AUS)",182,73,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Equestrian Eventing,"Individual, Open",,12661
Wayne Roycroft,M,"21 May 1946 in Mansfield, Victoria (AUS)",182,73,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Equestrian Eventing,"Team, Open",Bronze,12661
Wayne Roycroft,M,"21 May 1946 in Mansfield, Victoria (AUS)",182,73,Australia,AUS,1984 Summer Olympics,1984,Summer,Los Angeles,Equestrian Eventing,"Individual, Open",,12661
Wayne Roycroft,M,"21 May 1946 in Mansfield, Victoria (AUS)",182,73,Australia,AUS,1984 Summer Olympics,1984,Summer,Los Angeles,Equestrian Eventing,"Team, Open",,12661
James Scanlon,M,"26 January 1948 in Pakenham, Victoria (AUS)",181,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Equestrian Eventing,"Individual, Open",,12704
James Scanlon,M,"26 January 1948 in Pakenham, Victoria (AUS)",181,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Equestrian Eventing,"Team, Open",Bronze,12704
Sam Campbell,M,"29 September 1944 in Walcha, New South Wales (AUS)",180,66,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Equestrian Jumping,"Individual, Open",,11712
Sam Campbell,M,"29 September 1944 in Walcha, New South Wales (AUS)",180,66,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Equestrian Jumping,"Team, Open",,11712
Graeme Jennings,M,"11 July 1946 in Ashfield, Queensland (AUS)",172,63,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Foil, Individual, Men",,21125
Graeme Jennings,M,"11 July 1946 in Ashfield, Queensland (AUS)",172,63,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Foil, Team, Men",,21125
Graeme Jennings,M,"11 July 1946 in Ashfield, Queensland (AUS)",172,63,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Épée, Individual, Men",,21125
Graeme Jennings,M,"11 July 1946 in Ashfield, Queensland (AUS)",172,63,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Épée, Team, Men",,21125
Bill Ronald,M,"7 June 1949 in Katoomba, New South Wales (AUS)",184,85,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Foil, Individual, Men",,21134
Bill Ronald,M,"7 June 1949 in Katoomba, New South Wales (AUS)",184,85,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Foil, Team, Men",,21134
Bill Ronald,M,"7 June 1949 in Katoomba, New South Wales (AUS)",184,85,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Épée, Individual, Men",,21134
Bill Ronald,M,"7 June 1949 in Katoomba, New South Wales (AUS)",184,85,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Fencing,"Épée, Team, Men",,21134
Bill Ronald,M,"7 June 1949 in Katoomba, New South Wales (AUS)",184,85,Australia,AUS,1984 Summer Olympics,1984,Summer,Los Angeles,Fencing,"Foil, Individual, Men",,21134
Alexander Taransky,M,8 January 1941,180,73,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Shooting,"Rapid-Fire Pistol, 25 metres, Open",,41186
Alexander Taransky,M,8 January 1941,180,73,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Shooting,"Rapid-Fire Pistol, 25 metres, Open",,41186
Alexander Taransky,M,8 January 1941,180,73,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Shooting,"Rapid-Fire Pistol, 25 metres, Open",,41186
Barry Downs,M,"24 May 1930 in ?, Queensland (AUS)",178,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Shooting,"Free Pistol, 50 metres, Open",,41151
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Freestyle, Men",Gold,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Freestyle, Men",Gold,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Freestyle Relay, Men",Bronze,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 200 metres Freestyle Relay, Men",Silver,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Medley Relay, Men",,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"100 metres Freestyle, Men",,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"200 metres Freestyle, Men",,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"4 × 100 metres Freestyle Relay, Men",,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"4 × 200 metres Freestyle Relay, Men",,45308
Mike Wenden,M,"17 November 1949 in Sydney, New South Wales (AUS)",184,76,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"4 × 100 metres Medley Relay, Men",,45308
Greg Rogers,M,"14 August 1948 in Sydney, New South Wales (AUS)",189,87,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Freestyle, Men",,45276
Greg Rogers,M,"14 August 1948 in Sydney, New South Wales (AUS)",189,87,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Freestyle, Men",,45276
Greg Rogers,M,"14 August 1948 in Sydney, New South Wales (AUS)",189,87,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Freestyle Relay, Men",Bronze,45276
Greg Rogers,M,"14 August 1948 in Sydney, New South Wales (AUS)",189,87,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 200 metres Freestyle Relay, Men",Silver,45276
Greg Rogers,M,"14 August 1948 in Sydney, New South Wales (AUS)",189,87,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"100 metres Freestyle, Men",,45276
Greg Rogers,M,"14 August 1948 in Sydney, New South Wales (AUS)",189,87,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"4 × 100 metres Freestyle Relay, Men",,45276
Mark Anderson,M,15 May 1952,,,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Freestyle, Men",,45149
Greg Brough,M,"26 March 1951 in Surfers Paradise, Queensland (AUS)",187,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Freestyle, Men",,45164
Greg Brough,M,"26 March 1951 in Surfers Paradise, Queensland (AUS)",187,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"1,500 metres Freestyle, Men",Bronze,45164
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Freestyle, Men",,45309
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"1,500 metres Freestyle, Men",,45309
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 200 metres Freestyle Relay, Men",Silver,45309
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"200 metres Freestyle, Men",,45309
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"400 metres Freestyle, Men",,45309
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"1,500 metres Freestyle, Men",,45309
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"4 × 100 metres Freestyle Relay, Men",,45309
Graham White,M,"14 February 1951 in ?, New South Wales (AUS)",183,79,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"4 × 200 metres Freestyle Relay, Men",,45309
Karl Byrom,M,"26 July 1951 in Sydney, New South Wales (AUS)",180,74,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Backstroke, Men",,45173
Karl Byrom,M,"26 July 1951 in Sydney, New South Wales (AUS)",180,74,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Backstroke, Men",,45173
Karl Byrom,M,"26 July 1951 in Sydney, New South Wales (AUS)",180,74,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Individual Medley, Men",,45173
